CAC40,Nikkei225
6485.299805,27761.57031
6187.22998,27824.28906
5882.649902,25963
6073.350098,26491.9707
5931.060059,25935.61914
6033.129883,26517.18945
6036,26788.4707
6216.819824,27914.66016
6448.5,27801.64063
6472.350098,28175.86914
6553.859863,28546.98047
6495.830078,28930.33008
6274.259766,28641.38086
6167.509766,27650.83984
6212.330078,28214.75
6077.299805,27567.65039
5783.410156,27153.83008
5762.339844,25937.21094
5866.939941,27116.10938
5931.919922,27090.75977
6035.390137,26890.58008
6273.049805,27105.19922
6416.439941,27199.74023
6594.620117,28263.57031
6644.459961,27899.76953
6712.47998,28283.0293
6742.25,27777.90039
6677.640137,27901.00977
6452.629883,27527.11914
6504.899902,26235.25
6473.759766,26094.5
6860.950195,25973.84961
7023.5,26119.51953
6995.990234,26553.5293
7097.209961,27382.56055
7233.939941,27509.46094
7129.72998,27670.98047
7347.720215,27513.13086
7187.27002,27453.48047
7348.120117,27927.4707
7220.669922,28143.9707
6925.399902,27333.78906
7015.100098,27385.25
7322.390137,28041.48047
7324.75,27518.31055
7519.609863,28493.4707
7577,28564.36914
7491.5,28856.43945
7432.930176,29157.94922
7414.850098,29388.30078
7491.959961,30808.34961
7319.180176,30916.31055
7270.689941,31524.2207
7213.140137,32265.16992
7388.649902,33706.07813
7163.419922,32781.53906
7400.060059,33189.03906
7111.879883,32388.41992
7374.540039,32391.25977
7432.77002,32304.25
7476.470215,32759.23047
7315.069824,32192.75
7340.189941,32473.65039
7164.109863,31450.75977
7229.600098,31624.2793
7296.77002,32710.61914
7240.77002,32606.83984
7378.819824,33533.08984
7184.819824,32402.41016
7135.060059,31857.61914
7060.149902,30994.66992
7003.529785,32315.99023
6816.220215,31259.35938
6795.379883,30991.68945
7047.5,31949.89063
7045.040039,32568.10938
7233.910156,33585.19922
7292.799805,33625.53125
7346.149902,33431.51172
7526.549805,32307.85938
7596.910156,32970.55078
7568.819824,33169.05078
7543.180176,33464.17188
